phenomenon,sentence_number,spa_eng_grammatical,spa_eng_ungrammatical,eng_spa_grammatical,eng_spa_ungrammatical
VerbDirectObjectAgreement,93,La estantería tiene manuals técnicos.,La estantería tiene manual técnico.,The shelf has manuales technical.,The shelf has manual technical.
VerbDirectObjectAgreement,94,El mostrador tiene guides para turistas.,El mostrador tiene guide para turistas.,The desk has guías for tourists.,The desk has guía for tourists.
VerbDirectObjectAgreement,95,La recepción tiene brochures informativos.,La recepción tiene brochure informativo.,The reception has folletos informative.,The reception has folleto informative.
VerbDirectObjectAgreement,96,La entrada tiene leaflets sobre eventos.,La entrada tiene leaflet sobre eventos.,The entrance has folletos about events.,The entrance has folleto about events.
VerbDirectObjectAgreement,97,La pared tiene posters promocionales.,La pared tiene poster promocional.,The wall has carteles promotional.,The wall has cartel promotional.
VerbDirectObjectAgreement,98,La mesa tiene flyers para repartir.,La mesa tiene flyer para repartir.,The table has volantes to hand out.,The table has volante to hand out.
VerbDirectObjectAgreement,99,La caja tiene stickers con el logo.,La caja tiene sticker con el logo.,The box has pegatinas with the logo.,The box has pegatina with the logo.
VerbDirectObjectAgreement,100,El paquete tiene labels visibles.,El paquete tiene label visible.,The parcel has etiquetas visible.,The parcel has etiqueta visible.
VerbDirectObjectAgreement,101,El tocador tiene glasses sobre la repisa.,El tocador tiene glass sobre la repisa.,The dresser has gafas on the shelf.,The dresser has gafa on the shelf.
VerbDirectObjectAgreement,102,El perchero tiene scarves colgados.,El perchero tiene scarf colgado.,The hall has bufandas hanging.,The hall has bufanda hanging.
VerbDirectObjectAgreement,103,La entrada tiene umbrellas junto a la puerta.,La entrada tiene umbrella junto a la puerta.,The foyer has paraguas by the door.,The foyer has paraguas (singular) by the door.
VerbDirectObjectAgreement,104,La caja tiene gloves en el fondo.,La caja tiene glove en el fondo.,The box has guantes at the bottom.,The box has guante at the bottom.
VerbDirectObjectAgreement,105,El armario tiene mittens en la balda.,El armario tiene mitten en la balda.,The closet has manoplas on the shelf.,The closet has manopla on the shelf.
VerbDirectObjectAgreement,106,El zapatero tiene boots alineadas.,El zapatero tiene boot alineada.,The shoe rack has botas lined up.,The shoe rack has bota lined up.
VerbDirectObjectAgreement,107,La playa tiene sandals abandonadas.,La playa tiene sandal abandonada.,The beach has sandalias left behind.,The beach has sandalia left behind.
VerbDirectObjectAgreement,108,La habitación tiene slippers junto a la cama.,La habitación tiene slipper junto a la cama.,The room has zapatillas by the bed.,The room has zapatilla by the bed.
VerbDirectObjectAgreement,109,La mesa tiene glasses2 encima del libro.,La mesa tiene glass2 encima del libro.,The table has anteojos on the book.,The table has anteojo on the book.
VerbDirectObjectAgreement,110,El mirador tiene binoculars disponibles.,El mirador tiene binocular disponible.,The lookout has binoculares available.,The lookout has binocular disponible.
VerbDirectObjectAgreement,111,La joyería tiene watches en la vitrina.,La joyería tiene watch en la vitrina.,The shop has relojes in the display.,The shop has reloj in the display.
VerbDirectObjectAgreement,112,La bandeja tiene bracelets junto al espejo.,La bandeja tiene bracelet junto al espejo.,The tray has pulseras next to the mirror.,The tray has pulsera next to the mirror.
VerbDirectObjectAgreement,113,La caja tiene earrings emparejados.,La caja tiene earring emparejado.,The jewelry box has pendientes paired.,The jewelry box has pendiente paired.
VerbDirectObjectAgreement,114,El estuche tiene coins antiguas.,El estuche tiene coin antigua.,The case has monedas old.,The case has moneda old.
VerbDirectObjectAgreement,115,El álbum tiene stamps raros.,El álbum tiene stamp raro.,The album has sellos rare.,The album has sello rare.
VerbDirectObjectAgreement,116,La mesa tiene postcards apiladas.,La mesa tiene postcard apilada.,The table has postales stacked.,The table has postal stacked.
VerbDirectObjectAgreement,117,La nevera tiene magnets decorativos.,La nevera tiene magnet decorativo.,The fridge has imanes decorative.,The fridge has imán decorative.
VerbDirectObjectAgreement,118,El llavero tiene keys nuevas.,El llavero tiene key nueva.,The keyring has llaves new.,The keyring has llave new.
VerbDirectObjectAgreement,119,La estación tiene chargers libres.,La estación tiene charger libre.,The station has cargadores free.,The station has cargador free.
VerbDirectObjectAgreement,120,La mesa tiene cables sueltos.,La mesa tiene cable suelto.,The desk has cables loose.,The desk has cable loose.
VerbDirectObjectAgreement,121,La caja tiene adapters variados.,La caja tiene adapter variado.,The box has adaptadores assorted.,The box has adaptador assorted.
VerbDirectObjectAgreement,122,El taller tiene plugs de repuesto.,El taller tiene plug de repuesto.,The workshop has enchufes spare.,The workshop has enchufe spare.
VerbDirectObjectAgreement,123,El armario tiene filters de aire.,El armario tiene filter de aire.,The closet has filtros de aire.,The closet has filtro de aire.
VerbDirectObjectAgreement,124,La caja tiene bulbs de repuesto.,La caja tiene bulb de repuesto.,The storage has bombillas spare.,The storage has bombilla spare.
VerbDirectObjectAgreement,125,La caja tiene batteries alcalinas.,La caja tiene battery alcalina.,The drawer has baterías alkaline.,The drawer has batería alkaline.
VerbDirectObjectAgreement,126,La sala tiene remotes para la TV.,La sala tiene remote para la TV.,The living room has mandos for the TV.,The living room has mando for the TV.
VerbDirectObjectAgreement,127,La mesa tiene controllers de juegos.,La mesa tiene controller de juegos.,The desk has controladores for games.,The desk has controlador for games.
VerbDirectObjectAgreement,128,El estante tiene headphones colgando.,El estante tiene headphone colgando.,The shelf has auriculares hanging.,The shelf has auricular hanging.
VerbDirectObjectAgreement,129,El escenario tiene microphones listos.,El escenario tiene microphone listo.,The stage has micrófonos ready.,The stage has micrófono ready.
VerbDirectObjectAgreement,130,La sala tiene speakers instalados.,La sala tiene speaker instalado.,The hall has altavoces installed.,The hall has altavoz installed.
VerbDirectObjectAgreement,131,La sala tiene projectors para la presentación.,La sala tiene projector para la presentación.,The room has proyectores for the presentation.,The room has proyector for the presentation.
VerbDirectObjectAgreement,132,El auditorio tiene screens desplegadas.,El auditorio tiene screen desplegada.,The auditorium has pantallas deployed.,The auditorium has pantalla deployed.
VerbDirectObjectAgreement,133,La oficina tiene monitors en cada puesto.,La oficina tiene monitor en cada puesto.,The office has monitores at each desk.,The office has monitor at each desk.
VerbDirectObjectAgreement,134,La mesa tiene keyboards inalámbricos.,La mesa tiene keyboard inalámbrico.,The desk has teclados wireless.,The desk has teclado wireless.
VerbDirectObjectAgreement,135,La estación tiene mice de repuesto.,La estación tiene mouse de repuesto.,The station has ratones spare.,The station has ratón spare.
VerbDirectObjectAgreement,136,La sala tiene printers disponibles.,La sala tiene printer disponible.,The room has impresoras available.,The room has impresora available.
VerbDirectObjectAgreement,137,El despacho tiene scanners en la mesa.,El despacho tiene scanner en la mesa.,The office has escáneres on the desk.,The office has escáner on the desk.
VerbDirectObjectAgreement,138,El archivador tiene folders por año.,El archivador tiene folder por año.,The cabinet has carpetas by year.,The cabinet has carpeta by year.
VerbDirectObjectAgreement,139,La mochila tiene notebooks para la clase.,La mochila tiene notebook para la clase.,The backpack has cuadernos for class.,The backpack has cuaderno for class.
VerbDirectObjectAgreement,140,El estuche tiene pens de colores.,El estuche tiene pen de color.,The pencil case has bolígrafos colored.,The pencil case has bolígrafo colored.
VerbDirectObjectAgreement,141,La caja tiene pencils afilados.,La caja tiene pencil afilado.,The box has lápices sharpened.,The box has lápiz sharpened.
VerbDirectObjectAgreement,142,El cajón tiene erasers de repuesto.,El cajón tiene eraser de repuesto.,The drawer has gomas spare.,The drawer has goma spare.
VerbDirectObjectAgreement,143,La mesa tiene markers para la pizarra.,La mesa tiene marker para la pizarra.,The table has rotuladores for the board.,The table has rotulador for the board.
VerbDirectObjectAgreement,144,El estuche tiene highlighters brillantes.,El estuche tiene highlighter brillante.,The case has resaltadores bright.,The case has resaltador bright.
VerbDirectObjectAgreement,145,La oficina tiene staplers en el mostrador.,La oficina tiene stapler en el mostrador.,The office has grapadoras on the counter.,The office has grapadora on the counter.
VerbDirectObjectAgreement,146,El cajón tiene staples en un bote.,El cajón tiene staple en un bote.,The drawer has grapas in a jar.,The drawer has grapa in a jar.
VerbDirectObjectAgreement,147,La bandeja tiene clips metálicos.,La bandeja tiene clip metálico.,The tray has sujeciones metal.,The tray has sujeción metal.
VerbDirectObjectAgreement,148,El escritorio tiene folders urgentes.,El escritorio tiene folder urgente.,The desk has carpetas urgent.,The desk has carpeta urgent.
VerbDirectObjectAgreement,149,La mesa tiene documents para revisar.,La mesa tiene document para revisar.,The table has documentos to review.,The table has documento to review.
VerbDirectObjectAgreement,150,La sala tiene reports impresos para la reunión.,La sala tiene report impreso para la reunión.,The room has informes printed for the meeting.,The room has informe printed for the meeting.
VerbDirectObjectAgreement,151,El garaje tiene ladders apoyadas contra la pared.,El garaje tiene ladder apoyada contra la pared.,The garage has escaleras leaning against the wall.,The garage has escalera leaning against the wall.
VerbDirectObjectAgreement,152,El taller tiene helmets sobre la mesa.,El taller tiene helmet sobre la mesa.,The workshop has cascos on the table.,The workshop has casco on the table.
VerbDirectObjectAgreement,153,El perchero tiene gloves colgados junto a la puerta.,El perchero tiene glove colgado junto a la puerta.,The coat rack has guantes hanging by the door.,The coat rack has guante hanging by the door.
VerbDirectObjectAgreement,154,El zapatero tiene boots alineadas en la estantería.,El zapatero tiene boot alineada en la estantería.,The shoe rack has botas lined up on the shelf.,The shoe rack has bota lined up on the shelf.
